"SCHOOL_CODE","COUNTY","PUBLIC_PRIVATE","PUBLIC_SCHOOL_DISTRICT","CITY","SCHOOL_NAME","ENROLLMENT","PERCENT","lookup_address","lon","lat"
6013593,"LOS ANGELES","PUBLIC","GARVEY ELEMENTARY","ROSEMEAD","EMERSON RALPH WALDO ELEMENTARY",75,98,"EMERSON RALPH WALDO ELEMENTARY ROSEMEAD , CA",-118.1051811,34.0657373
6013619,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","BALBOA ELEMENTARY",115,99,"BALBOA ELEMENTARY GLENDALE , CA",-118.2864895,34.1799711
6013627,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","CERRITOS ELEMENTARY",97,98,"CERRITOS ELEMENTARY GLENDALE , CA",-118.2541694,34.1251105
6013635,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","COLUMBUS ELEMENTARY",105,98,"COLUMBUS ELEMENTARY GLENDALE , CA",-118.2625295,34.1531652
6013643,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","DUNSMORE ELEMENTARY",89,98,"DUNSMORE ELEMENTARY LA CRESCENTA , CA",-118.2576671,34.2393156
6013650,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","THOMAS EDISON ELEMENTARY",141,98,"THOMAS EDISON ELEMENTARY GLENDALE , CA",-118.2646074,34.1404841
6013676,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","BENJAMIN FRANKLIN ELEMENTARY",103,97,"BENJAMIN FRANKLIN ELEMENTARY GLENDALE , CA",-118.2965692,34.1619753
6013684,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","JOHN C. FREMONT ELEMENTARY",91,98,"JOHN C. FREMONT ELEMENTARY GLENDALE , CA",-118.2320611,34.1998992
6013692,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","GLENOAKS ELEMENTARY",89,98,"GLENOAKS ELEMENTARY GLENDALE , CA",-118.2213668,34.1516415
6013718,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","THOMAS JEFFERSON ELEMENTARY",79,98,"THOMAS JEFFERSON ELEMENTARY GLENDALE , CA",-118.2863671,34.1701913
6013726,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","MARK KEPPEL ELEMENTARY",173,96,"MARK KEPPEL ELEMENTARY GLENDALE , CA",-118.2723435,34.1653942
6013734,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","LA CRESCENTA ELEMENTARY",92,97,"LA CRESCENTA ELEMENTARY LA CRESCENTA , CA",-118.2402612,34.2212993
6013742,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","ABRAHAM LINCOLN ELEMENTARY",54,98,"ABRAHAM LINCOLN ELEMENTARY LA CRESCENTA , CA",-118.2527224,34.2279915
6013767,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","HORACE MANN ELEMENTARY",92,97,"HORACE MANN ELEMENTARY GLENDALE , CA",-118.249033,34.1352874
6013775,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","JOHN MARSHALL ELEMENTARY",116,97,"JOHN MARSHALL ELEMENTARY GLENDALE , CA",-118.2389091,34.1464067
6013783,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","MONTE VISTA ELEMENTARY",104,98,"MONTE VISTA ELEMENTARY LA CRESCENTA , CA",-118.2360589,34.2304382
6013809,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","MOUNTAIN AVENUE ELEMENTARY",90,98,"MOUNTAIN AVENUE ELEMENTARY LA CRESCENTA , CA",-118.2283043,34.2248047
6013817,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","JOHN MUIR ELEMENTARY",136,97,"JOHN MUIR ELEMENTARY GLENDALE , CA",-118.238845,34.1353323
6013825,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","LA CRESCENTA","VALLEY VIEW ELEMENTARY",97,98,"VALLEY VIEW ELEMENTARY LA CRESCENTA , CA",-118.2502635,34.2390104
6013833,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","VERDUGO WOODLANDS ELEMENTARY",127,99,"VERDUGO WOODLANDS ELEMENTARY GLENDALE , CA",-118.2265983,34.173828
6013841,"LOS ANGELES","PUBLIC","GLENDALE UNIFIED","GLENDALE","R. D. WHITE ELEMENTARY",158,99,"R. D. WHITE ELEMENTARY GLENDALE , CA",-118.2457184,34.1535242
6013866,"LOS ANGELES","PUBLIC","GLENDORA UNIFIED","GLENDORA","CULLEN ELEMENTARY",121,98,"CULLEN ELEMENTARY GLENDORA , CA",-117.8540394,34.1423546
6013882,"LOS ANGELES","PUBLIC","GLENDORA UNIFIED","GLENDORA","LA FETRA ELEMENTARY",127,99,"LA FETRA ELEMENTARY GLENDORA , CA",-117.8737488,34.1400489
6013908,"LOS ANGELES","PUBLIC","GLENDORA UNIFIED","GLENDORA","SELLERS ELEMENTARY",86,98,"SELLERS ELEMENTARY GLENDORA , CA",-117.845826,34.1438488
6013916,"LOS ANGELES","PUBLIC","GLENDORA UNIFIED","GLENDORA","STANTON ELEMENTARY",99,98,"STANTON ELEMENTARY GLENDORA , CA",-117.8774031,34.1264444
6013924,"LOS ANGELES","PUBLIC","GLENDORA UNIFIED","GLENDORA","SUTHERLAND ELEMENTARY",103,98,"SUTHERLAND ELEMENTARY GLENDORA , CA",-117.8193159,34.1252913
6013957,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","EUCALYPTUS",164,96,"EUCALYPTUS HAWTHORNE , CA",-118.3586592,33.9224349
6013973,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","JEFFERSON",92,98,"JEFFERSON HAWTHORNE , CA",-118.3458038,33.9056657
6013981,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","RAMONA",153,99,"RAMONA HAWTHORNE , CA",-118.3581492,33.9091301
6013999,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","WASHINGTON",104,99,"WASHINGTON HAWTHORNE , CA",-118.3514607,33.9158697
6014013,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","YORK",85,94,"YORK HAWTHORNE , CA",-118.3449972,33.9231872
6014039,"LOS ANGELES","PUBLIC","HAWTHORNE","HAWTHORNE","ZELA DAVIS",219,97,"ZELA DAVIS HAWTHORNE , CA",-118.3358501,33.9107563
6014047,"LOS ANGELES","PUBLIC","HERMOSA BEACH CITY ELEMENTARY","HERMOSA BEACH","HERMOSA VIEW ELEMENTARY",142,97,"HERMOSA VIEW ELEMENTARY HERMOSA BEACH , CA",-118.3905471,33.869047
6014112,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","BALDWIN ACADEMY",131,99,"BALDWIN ACADEMY LA PUENTE , CA",-117.9425856,34.0486673
6014120,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","BIXBY ELEMENTARY",82,98,"BIXBY ELEMENTARY HACIENDA HEIGHTS , CA",-117.947702,33.9969553
6014138,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","CALIFORNIA ELEMENTARY",73,98,"CALIFORNIA ELEMENTARY LA PUENTE , CA",-117.9560757,34.0447003
6014153,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","DEL VALLE ELEMENTARY",48,95,"DEL VALLE ELEMENTARY LA PUENTE , CA",-117.9440405,34.0328023
6014179,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","FAIRGROVE ACADEMY",69,98,"FAIRGROVE ACADEMY LA PUENTE , CA",-117.9466145,34.0414669
6014203,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","GRAZIDE ELEMENTARY",94,98,"GRAZIDE ELEMENTARY HACIENDA HEIGHTS , CA",-117.9616823,33.9832909
6014237,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","KWIS ELEMENTARY",67,98,"KWIS ELEMENTARY HACIENDA HEIGHTS , CA",-117.9740685,34.0007186
6014252,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","LASSALETTE",72,98,"LASSALETTE LA PUENTE , CA",-117.970697,34.0447928
6014260,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","LOS ALTOS ELEMENTARY",75,98,"LOS ALTOS ELEMENTARY HACIENDA HEIGHTS , CA",-117.9777,33.9884193
6014278,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","LOS MOLINOS ELEMENTARY",133,95,"LOS MOLINOS ELEMENTARY HACIENDA HEIGHTS , CA",-117.977812,33.9828427
6014286,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","LOS ROBLES ACADEMY",37,95,"LOS ROBLES ACADEMY HACIENDA HEIGHTS , CA",-117.987905,34.010216
6014294,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","MESA ROBLES",71,98,"MESA ROBLES HACIENDA HEIGHTS , CA",-117.9610991,33.99276
6014302,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","NELSON ELEMENTARY",57,98,"NELSON ELEMENTARY LA PUENTE , CA",-117.9655377,34.0339847
6014336,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","HACIENDA HEIGHTS","PALM ELEMENTARY",61,98,"PALM ELEMENTARY HACIENDA HEIGHTS , CA",-117.9874542,34.0148126
6014369,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","SPARKS ELEMENTARY",47,95,"SPARKS ELEMENTARY LA PUENTE , CA",-117.9590628,34.0345965
6014393,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","TEMPLE ACADEMY",59,98,"TEMPLE ACADEMY LA PUENTE , CA",-117.9634312,34.0386046
6014419,"LOS ANGELES","PUBLIC","HACIENDA LA PUENTE UNIFIED","LA PUENTE","WORKMAN ELEMENTARY",77,98,"WORKMAN ELEMENTARY LA PUENTE , CA",-117.9472872,34.0213339
6014427,"LOS ANGELES","PUBLIC","HUGHES-ELIZABETH LAKES UNION ELEMENTARY","LAKE HUGHES","HUGHESELIZABETH LAKES",23,95,"HUGHESELIZABETH LAKES LAKE HUGHES , CA",-118.424474,34.6718351
6014435,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","BENNETT/KEW ELEMENTARY",52,87,"BENNETT/KEW ELEMENTARY INGLEWOOD , CA",-118.3326471,33.9269642
6014443,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","WORTHINGTON ELEMENTARY",62,97,"WORTHINGTON ELEMENTARY INGLEWOOD , CA",-118.3352823,33.9345511
6014450,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","CENTINELA ELEMENTARY",81,98,"CENTINELA ELEMENTARY INGLEWOOD , CA",-118.3465928,33.9780946
6014492,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","KELSO WILLIAM H. ELEMENTARY",68,90,"KELSO WILLIAM H. ELEMENTARY INGLEWOOD , CA",-118.3451779,33.9570639
6014534,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","OAK STREET ELEMENTARY",78,86,"OAK STREET ELEMENTARY INGLEWOOD , CA",-118.3662233,33.95547
6014542,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","FRANK D. PARENT",58,98,"FRANK D. PARENT INGLEWOOD , CA",-118.3753071,33.9825859
6014559,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","BEULAH PAYNE ELEMENTARY",60,98,"BEULAH PAYNE ELEMENTARY INGLEWOOD , CA",-118.3577639,33.9510801
6014575,"LOS ANGELES","PUBLIC","INGLEWOOD UNIFIED","INGLEWOOD","WOODWORTHMONROE K8 ACADEMY",65,62,"WOODWORTHMONROE K8 ACADEMY INGLEWOOD , CA",-118.3290267,33.9412801
6014591,"LOS ANGELES","PUBLIC","KEPPEL UNION ELEMENTARY","LITTLEROCK","ALPINE ELEMENTARY",63,98,"ALPINE ELEMENTARY LITTLEROCK , CA",-117.9819948,34.5206618
6014609,"LOS ANGELES","PUBLIC","KEPPEL UNION ELEMENTARY","LITTLEROCK","ANTELOPE ELEMENTARY",33,95,"ANTELOPE ELEMENTARY LITTLEROCK , CA",-117.9519883,34.5586198
6014633,"LOS ANGELES","PUBLIC","LA CANADA UNIFIED","LA CANADA","LA CANADA ELEMENTARY",102,99,"LA CANADA ELEMENTARY LA CANADA , CA",-118.205845,34.2083944
6014658,"LOS ANGELES","PUBLIC","LA CANADA UNIFIED","LA CANADA","PALM CREST ELEMENTARY",85,98,"PALM CREST ELEMENTARY LA CANADA , CA",-118.217954,34.221907
6014666,"LOS ANGELES","PUBLIC","LA CANADA UNIFIED","LA CANADA","PARADISE CANYON ELEMENTARY",85,98,"PARADISE CANYON ELEMENTARY LA CANADA , CA",-118.187998,34.20827
6014674,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","DESERT VIEW ELEMENTARY",114,99,"DESERT VIEW ELEMENTARY LANCASTER , CA",-118.1584455,34.7101033
6014682,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","EL DORADO ELEMENTARY",150,99,"EL DORADO ELEMENTARY LANCASTER , CA",-118.1237672,34.6904225
6014690,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","JOSHUA ELEMENTARY",114,99,"JOSHUA ELEMENTARY LANCASTER , CA",-118.126851,34.680418
6014708,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","LINDA VERDE ELEMENTARY",179,99,"LINDA VERDE ELEMENTARY LANCASTER , CA",-118.1207258,34.6995074
6014716,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","MARIPOSA ELEMENTARY",85,98,"MARIPOSA ELEMENTARY LANCASTER , CA",-118.1455944,34.7134876
6014724,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","MONTE VISTA ELEMENTARY",143,97,"MONTE VISTA ELEMENTARY LANCASTER , CA",-118.152908,34.6990097
6014757,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","SIERRA ELEMENTARY",141,98,"SIERRA ELEMENTARY LANCASTER , CA",-118.1446914,34.6787469
6014765,"LOS ANGELES","PUBLIC","LANCASTER ELEMENTARY","LANCASTER","SUNNYDALE ELEMENTARY",91,98,"SUNNYDALE ELEMENTARY LANCASTER , CA",-118.1535739,34.6830104
6014799,"LOS ANGELES","PUBLIC","LAS VIRGENES UNIFIED","WOODLAND HILLS","CHAPARRAL ELEMENTARY",94,98,"CHAPARRAL ELEMENTARY WOODLAND HILLS , CA",-118.619046,34.141467
6014807,"LOS ANGELES","PUBLIC","LAS VIRGENES UNIFIED","CALABASAS","ROUND MEADOW ELEMENTARY",88,92,"ROUND MEADOW ELEMENTARY CALABASAS , CA",-118.6660189,34.1539483
6014815,"LOS ANGELES","PUBLIC","LAS VIRGENES UNIFIED","WESTLAKE VILLAGE","WHITE OAK ELEMENTARY",61,98,"WHITE OAK ELEMENTARY WESTLAKE VILLAGE , CA",-118.8136196,34.144061
6014823,"LOS ANGELES","PUBLIC","LAS VIRGENES UNIFIED","AGOURA HILLS","YERBA BUENA ELEMENTARY",90,98,"YERBA BUENA ELEMENTARY AGOURA HILLS , CA",-118.78899,34.166948
6014831,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","WILLIAM ANDERSON ELEMENTARY",122,99,"WILLIAM ANDERSON ELEMENTARY LAWNDALE , CA",-118.346309,33.8897129
6014856,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","BILLY MITCHELL ELEMENTARY",94,98,"BILLY MITCHELL ELEMENTARY LAWNDALE , CA",-118.3604394,33.9001058
6014898,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","LUCILLE J. SMITH ELEMENTARY",67,98,"LUCILLE J. SMITH ELEMENTARY LAWNDALE , CA",-118.3554981,33.8985568
6014906,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","MARK TWAIN ELEMENTARY",98,98,"MARK TWAIN ELEMENTARY LAWNDALE , CA",-118.3384084,33.8905725
6014914,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","F. D. ROOSEVELT ELEMENTARY",114,98,"F. D. ROOSEVELT ELEMENTARY LAWNDALE , CA",-118.3339312,33.8950432
6014930,"LOS ANGELES","PUBLIC","LAWNDALE ELEMENTARY","LAWNDALE","WILLIAM GREEN ELEMENTARY",111,99,"WILLIAM GREEN ELEMENTARY LAWNDALE , CA",-118.355737,33.8782424
6014948,"LOS ANGELES","PUBLIC","LENNOX","LENNOX","BUFORD ELEMENTARY",118,99,"BUFORD ELEMENTARY LENNOX , CA",-118.36479,33.9372548
6014955,"LOS ANGELES","PUBLIC","LENNOX","LENNOX","FELTON ELEMENTARY",85,98,"FELTON ELEMENTARY LENNOX , CA",-118.3659634,33.9413004
6014963,"LOS ANGELES","PUBLIC","LENNOX","LENNOX","JEFFERSON ELEMENTARY",191,99,"JEFFERSON ELEMENTARY LENNOX , CA",-118.3585219,33.9423203
6014971,"LOS ANGELES","PUBLIC","LENNOX","LENNOX","MOFFETT ELEMENTARY",165,99,"MOFFETT ELEMENTARY LENNOX , CA",-118.350167,33.9359589
6014997,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","NORWALK","CRESSON ELEMENTARY",58,97,"CRESSON ELEMENTARY NORWALK , CA",-118.0851825,33.9295749
6015036,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","SANTA FE SPRINGS","JERSEY AVENUE ELEMENTARY",73,95,"JERSEY AVENUE ELEMENTARY SANTA FE SPRINGS , CA",-118.0816464,33.954207
6015051,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","NORWALK","LAKELAND ELEMENTARY",70,98,"LAKELAND ELEMENTARY NORWALK , CA",-118.0767536,33.9298676
6015077,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","SANTA FE SPRINGS","LAKEVIEW ELEMENTARY",89,97,"LAKEVIEW ELEMENTARY SANTA FE SPRINGS , CA",-118.0882519,33.9442765
6015085,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","NORWALK","PADDISON ELEMENTARY",79,98,"PADDISON ELEMENTARY NORWALK , CA",-118.0754015,33.9204338
6015093,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","NORWALK","STUDEBAKER ELEMENTARY",93,98,"STUDEBAKER ELEMENTARY NORWALK , CA",-118.1007689,33.9253103
6015101,"LOS ANGELES","PUBLIC","LITTLE LAKE CITY ELEMENTARY","NORWALK","WILLIAM W. ORR ELEMENTARY",88,94,"WILLIAM W. ORR ELEMENTARY NORWALK , CA",-118.0854105,33.9211002
6015119,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","ADDAMS ELEMENTARY",157,97,"ADDAMS ELEMENTARY LONG BEACH , CA",-118.1915132,33.8527144
6015135,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BARTON ELEMENTARY",83,92,"BARTON ELEMENTARY LONG BEACH , CA",-118.1784619,33.8465443
6015143,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BIRNEY ELEMENTARY",91,98,"BIRNEY ELEMENTARY LONG BEACH , CA",-118.2007141,33.8113839
6015150,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BIXBY ELEMENTARY",144,99,"BIXBY ELEMENTARY LONG BEACH , CA",-118.130692,33.7963963
6015168,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BRYANT ELEMENTARY",69,90,"BRYANT ELEMENTARY LONG BEACH , CA",-118.1450848,33.7837652
6015184,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BURBANK ELEMENTARY",146,99,"BURBANK ELEMENTARY LONG BEACH , CA",-118.1645635,33.7729603
6015192,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BURCHAM ELEMENTARY",100,95,"BURCHAM ELEMENTARY LONG BEACH , CA",-118.1222158,33.8212212
6015200,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","BOBBIE SMITH ELEMENTARY",162,99,"BOBBIE SMITH ELEMENTARY LONG BEACH , CA",-118.1859264,33.7979571
6015242,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","CARVER ELEMENTARY",100,99,"CARVER ELEMENTARY LONG BEACH , CA",-118.1277634,33.8120207
6015259,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","CLEVELAND ELEMENTARY",110,99,"CLEVELAND ELEMENTARY LAKEWOOD , CA",-118.1066881,33.8440909
6015267,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","CUBBERLEY K8",113,99,"CUBBERLEY K8 LONG BEACH , CA",-118.1023159,33.8152842
6015275,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","EDISON ELEMENTARY",108,99,"EDISON ELEMENTARY LONG BEACH , CA",-118.2008502,33.774646
6015283,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","EMERSON PARKSIDE ACADEMY",82,93,"EMERSON PARKSIDE ACADEMY LONG BEACH , CA",-118.1056017,33.8038796
6015309,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","FREMONT ELEMENTARY",76,89,"FREMONT ELEMENTARY LONG BEACH , CA",-118.144791,33.7712607
6015317,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","GANT ELEMENTARY",105,98,"GANT ELEMENTARY LONG BEACH , CA",-118.1186913,33.7897611
6015325,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","GARFIELD ELEMENTARY",157,98,"GARFIELD ELEMENTARY LONG BEACH , CA",-118.2131279,33.7979824
6015333,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","GOMPERS K8",63,98,"GOMPERS K8 LAKEWOOD , CA",-118.1226839,33.8525981
6015341,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","GRANT ELEMENTARY",206,99,"GRANT ELEMENTARY LONG BEACH , CA",-118.1752812,33.8713999
6015358,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","HARTE ELEMENTARY",177,95,"HARTE ELEMENTARY LONG BEACH , CA",-118.1718019,33.8594681
6015366,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","HENRY",180,97,"HENRY LONG BEACH , CA",-118.1102075,33.8264943
6015374,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","HOLMES ELEMENTARY",86,95,"HOLMES ELEMENTARY LAKEWOOD , CA",-118.1484347,33.8494175
6015382,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","HUDSON K8",50,98,"HUDSON K8 LONG BEACH , CA",-118.2202657,33.7991727
6015408,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","KETTERING ELEMENTARY",51,96,"KETTERING ELEMENTARY LONG BEACH , CA",-118.1059733,33.7728483
6015416,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","KING ELEMENTARY",163,98,"KING ELEMENTARY LONG BEACH , CA",-118.2018099,33.8746286
6015424,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","LAFAYETTE ELEMENTARY",177,93,"LAFAYETTE ELEMENTARY LONG BEACH , CA",-118.1962349,33.8017768
6015432,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","OLIVIA NIETO HERRERA ELEMENTARY",157,99,"OLIVIA NIETO HERRERA ELEMENTARY LONG BEACH , CA",-118.1585246,33.7875956
6015440,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","LINCOLN ELEMENTARY",182,99,"LINCOLN ELEMENTARY LONG BEACH , CA",-118.1773216,33.7814822
6015457,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","LONGFELLOW ELEMENTARY",181,99,"LONGFELLOW ELEMENTARY LONG BEACH , CA",-118.1817938,33.827191
6015465,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","LOS CERRITOS ELEMENTARY",93,98,"LOS CERRITOS ELEMENTARY LONG BEACH , CA",-118.1997993,33.8277847
6015473,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","LOWELL ELEMENTARY",113,97,"LOWELL ELEMENTARY LONG BEACH , CA",-118.1323237,33.7648421
6015481,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","MACARTHUR ELEMENTARY",82,98,"MACARTHUR ELEMENTARY LAKEWOOD , CA",-118.1140699,33.8399454
6015499,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","MADISON ELEMENTARY",58,98,"MADISON ELEMENTARY LAKEWOOD , CA",-118.1586464,33.8389116
6015507,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","MANN ELEMENTARY",65,98,"MANN ELEMENTARY LONG BEACH , CA",-118.1540393,33.7671389
6015515,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","MCKINLEY ELEMENTARY",119,98,"MCKINLEY ELEMENTARY LONG BEACH , CA",-118.1594449,33.8788222
6015531,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","MUIR K8",161,99,"MUIR K8 LONG BEACH , CA",-118.2107046,33.8132352
6015549,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","NAPLES ELEMENTARY",65,97,"NAPLES ELEMENTARY LONG BEACH , CA",-118.1274515,33.7552726
6015556,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","NEWCOMB ACADEMY",62,98,"NEWCOMB ACADEMY LONG BEACH , CA",-118.080027,33.8161887
6015580,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","PRISK ELEMENTARY",86,98,"PRISK ELEMENTARY LONG BEACH , CA",-118.1166428,33.8012366
6015598,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LAKEWOOD","RILEY ELEMENTARY",64,98,"RILEY ELEMENTARY LAKEWOOD , CA",-118.1528626,33.8442772
6015606,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","LONG BEACH","ROOSEVELT ELEMENTARY",199,98,"ROOSEVELT ELEMENTARY LONG BEACH , CA",-118.1863265,33.7863961
6015614,"LOS ANGELES","PUBLIC","LONG BEACH UNIFIED","SIGNAL HILL","SIGNAL HILL ELEMENTARY",110,99,"SIGNAL HILL ELEMENTARY SIGNAL HILL , CA",-118.1732737,33.7980345
